item_id,name,category_id,price,link
59135653,SÖDERHAMN,3,175.0,https://www.ikea.com/sa/en/p/soederhamn-armrest-finnsta-turquoise-s59135653/
20303751,NORSBORG,3,80.0,https://www.ikea.com/sa/en/p/norsborg-leg-birch-20303751/
289322,STOCKSUND,3,100.0,https://www.ikea.com/sa/en/p/stocksund-legs-for-armchair-sofas-light-brown-00289322/
40396278,GRÖNLID,3,60.0,https://www.ikea.com/sa/en/p/groenlid-cover-for-armrest-inseros-white-40396278/
40394321,POÄNG,3,70.0,https://www.ikea.com/sa/en/p/poaeng-footstool-cushion-knisa-light-beige-40394321/
39266094,LIDHULT,3,5840.0,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-lejde-grey-black-s39266094/
79284468,SÖDERHAMN,3,2775.0,https://www.ikea.com/sa/en/p/soederhamn-corner-sofa-3-seat-samsta-light-pink-s79284468/
50382493,KUNGSHAMN,3,45.0,https://www.ikea.com/sa/en/p/kungshamn-cover-for-footstool-module-idekulla-beige-50382493/
50418053,VALLENTUNA,3,100.0,https://www.ikea.com/sa/en/p/vallentuna-cover-for-backrest-hillared-light-blue-50418053/
60418043,VALLENTUNA,3,60.0,https://www.ikea.com/sa/en/p/vallentuna-cover-for-armrest-hillared-light-blue-60418043/
40410335,TULLSTA,3,145.0,https://www.ikea.com/sa/en/p/tullsta-armchair-cover-lofallet-beige-40410335/
29277700,VALLENTUNA,3,3896.0,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-hillared-light-blue-s29277700/
99254677,GRÖNLID,3,4185.0,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-4-seat-with-open-end-inseros-white-s99254677/
50468953,VATTVIKEN,3,995.0,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/
49269983,LANDSKRONA,3,6095.0,https://www.ikea.com/sa/en/p/landskrona-5-seat-sofa-with-chaise-longues-gunnared-dark-grey-wood-s49269983/
10438166,NYHAMN,3,345.0,https://www.ikea.com/sa/en/p/nyhamn-cover-for-3-seat-sofa-bed-skiftebo-yellow-10438166/
10430033,DELAKTIG,3,100.0,https://www.ikea.com/sa/en/p/delaktig-cover-for-seat-cushion-armchair-gunnared-beige-10430033/
70321682,EKTORP,3,125.0,https://www.ikea.com/sa/en/p/ektorp-armchair-cover-lofallet-beige-70321682/
99279381,VALLENTUNA,3,104.0,https://www.ikea.com/sa/en/p/vallentuna-back-cushion-hillared-light-blue-s99279381/
19270266,LANDSKRONA,3,2995.0,https://www.ikea.com/sa/en/p/landskrona-2-seat-sofa-grann-bomstad-golden-brown-metal-s19270266/
9306435,NYHAMN,3,1445.0,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/
19239997,NORSBORG,3,4220.0,https://www.ikea.com/sa/en/p/norsborg-4-seat-sofa-with-chaise-longues-edum-birch-edum-beige-birch-s19239997/
70343797,NYHAMN,3,175.0,https://www.ikea.com/sa/en/p/nyhamn-triple-cushion-skiftebo-anthracite-dark-grey-70343797/
59279439,VALLENTUNA,3,680.0,https://www.ikea.com/sa/en/p/vallentuna-seat-module-with-storage-hillared-light-blue-s59279439/
340472,DIHULT,3,262.5,https://www.ikea.com/sa/en/p/dihult-pouffe-katorp-natural-00340472/
50363970,SANDARED,3,445.0,https://www.ikea.com/sa/en/p/sandared-pouffe-dark-blue-50363970/
79244665,POÄNG,3,195.0,https://www.ikea.com/sa/en/p/poaeng-footstool-birch-veneer-knisa-orange-red-orange-s79244665/
59277652,VALLENTUNA,3,2932.0,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-sofa-bed-and-storage-hillared-light-blue-s59277652/
10224330,SÖDERHAMN,3,145.0,https://www.ikea.com/sa/en/p/soederhamn-footstool-cover-samsta-dark-grey-10224330/
30292399,LANDSKRONA,3,100.0,https://www.ikea.com/sa/en/p/landskrona-leg-metal-30292399/
79277632,LIDHULT,3,9585.0,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-6-seat-with-chaise-longue-lejde-grey-black-s79277632/
49256971,LIDHULT,3,2895.0,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-gassebol-light-beige-s49256971/
50413847,KIVIK,3,250.0,https://www.ikea.com/sa/en/p/kivik-cover-for-chaise-longue-orrsta-red-50413847/
60348917,KIVIK,3,795.0,https://www.ikea.com/sa/en/p/kivik-cover-three-seat-sofa-hillared-anthracite-60348917/
49285582,VIMLE,3,3355.0,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-gunnared-beige-s49285582/
19292678,VIMLE,3,4645.0,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-chaise-longue-gunnared-beige-s19292678/
39239816,NORSBORG,3,5500.0,https://www.ikea.com/sa/en/p/norsborg-corner-sofa-5-seat-with-chaise-longue-edum-birch-edum-bright-green-birch-s39239816/
99241840,NORSBORG,3,1680.0,https://www.ikea.com/sa/en/p/norsborg-3-seat-section-edum-bright-green-metal-s99241840/
30402901,EKTORP,3,695.0,https://www.ikea.com/sa/en/p/ektorp-cover-for-corner-sofa-4-seat-lingbo-multicolour-30402901/
40446985,GENEVAD,3,2697.0,https://www.ikea.com/sa/en/p/genevad-2-seat-sofa-garlinge-dark-brown-40446985/
59285360,VIMLE,3,205.0,https://www.ikea.com/sa/en/p/vimle-armrest-orrsta-black-blue-s59285360/
39305528,KIVIK,3,4645.0,https://www.ikea.com/sa/en/p/kivik-corner-sofa-4-seat-skiftebo-dark-grey-s39305528/
10322316,EKTORP,3,645.0,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-with-chaise-longue-nordvalla-nordvalla-dark-grey-10322316/
89305540,KIVIK,3,5945.0,https://www.ikea.com/sa/en/p/kivik-corner-sofa-5-seat-with-chaise-longue-skiftebo-dark-grey-s89305540/
99289375,DELAKTIG,3,2575.0,https://www.ikea.com/sa/en/p/delaktig-3-seat-platform-gunnared-light-brown-pink-s99289375/
80382608,NORSBORG,3,140.0,https://www.ikea.com/sa/en/p/norsborg-cover-for-armrest-edum-beige-80382608/
351125,VIMLE,3,125.0,https://www.ikea.com/sa/en/p/vimle-cover-for-footstool-with-storage-gunnared-medium-grey-00351125/
